CampaignID,Market,Boid,Campaign,Product,MailDate
"1687","GL","296","GLJ221201HD-BE-NAN2#","NGALN2R#","2022-11-25T00:00:00+07:00"
"1688","GL","296","GLJ230102R-BE-TOL2","LGBLA","2023-01-31T11:10:16+07:00"
"1689","GL","296","GLJ230102R-BE-TOL2","TGOLL2RC","2023-01-03T00:00:00+07:00"
"1690","GL","296","GLJ230402R-BE-CRK","CGRLKRC","2023-03-31T00:00:00+07:00"
"1691","GL","296","GLJ230501-BE-SUS18","SGULS18","2023-05-12T00:00:00+07:00"
"1692","GL","296","GLJ230702R-BE-ISS","IGSLSRC","2023-06-29T00:00:00+07:00"
"1693","GL","296","GLJ230702R-BE-ISS","LGCLE2@","2023-07-18T12:44:52+07:00"
"1694","GL","296","GLJ230702R-BE-ISS","TGULR#","2023-07-18T12:44:52+07:00"
"1695","GL","296","GLJ231011H-DBD2#","DGBLD2#","2023-09-26T00:00:00+07:00"
"1696","GL","296","GLJ231101-BE-SUS20","SGULS20","2023-11-13T00:00:00+07:00"
"1697","GL","296","GLJ240301H-BE-LTO3#","LGTLO3#","2024-03-13T00:00:00+07:00"
"1698","GL","296","GLJ210801-BE-LVD2","EGLLI2","2021-08-27T11:42:29+07:00"
"1699","GL","296","GLJ211002-BE-GOM","GGOLM","2021-10-01T00:00:00+07:00"
"1700","GL","296","GLJ220202-BE-LUD","LGULD","2022-01-28T00:00:00+07:00"
"1701","GL","296","GLJ220502D-BE-PLT","PGLLTR","2022-04-28T00:00:00+07:00"
"1702","GL","296","GLJ221003-BE-CPN","CGPLN","2022-10-13T00:00:00+07:00"
"1703","GL","296","GLJ221201H-BE-NAN2#","NGALN2#","2022-11-25T00:00:00+07:00"
"1704","GL","296","GLJ230202R-BE-GIL","GGILLR","2023-01-30T00:00:00+07:00"
"1705","GL","296","GLJ230302R-BE-AOF2","AGOLF2R","2023-02-28T00:00:00+07:00"
"1706","GL","296","GLJ230702-BE-ISS","IGSLSC","2023-06-26T00:00:00+07:00"
"1707","GL","296","GLJ230702R-BE-ISS","HGVLS3#","2023-07-25T17:01:59+07:00"
"1708","GL","296","GLJ240201-BE-PDL","PGDLL","2024-01-26T00:00:00+07:00"
"1709","GL","296","GLJ240501-BE-HB22#","HGBL22#","2024-04-25T00:00:00+07:00"
"1710","GL","296","GLJ211102-BE-AOF","PGRLD2","2021-12-02T10:54:00+07:00"
"1711","GL","296","GLJ211201-BE-ECL#","EGCLL#","2021-12-15T00:00:00+07:00"
"1712","GL","296","GLJ220101-BE-3MC","3GMLC","2022-01-14T00:00:00+07:00"
"1713","GL","296","GLJ220301-BE-PEA","PGELA","2022-02-28T00:00:00+07:00"
"1714","GL","296","GLJ220601H-BE-SER2#","YGKLP2#","2022-07-20T09:38:01+07:00"
"1715","GL","296","GLJ221101-BE-SUS16","7GLLU3#","2022-12-06T10:39:40+07:00"
"1716","GL","296","GLJ221101R-BE-PEP2","CGALT#","2022-11-11T09:52:39+07:00"
"1717","GL","296","GLJ230301-BE-TEI2#","TGELI2#","2023-03-13T00:00:00+07:00"
"1718","GL","296","GLJ240101-BE-CTMC","CGTLMAC","2024-01-01T00:00:00+07:00"
"1719","GL","296","GLJ210601-BE-GFOR","PGELS","2021-07-13T12:20:19+07:00"
"1720","GL","296","GLJ210901-BE-BKS","GGMLA2","2021-09-20T15:19:17+07:00"
"1721","GL","296","GLJ210901-BE-ECL#","EGCLL#","2021-09-15T00:00:00+07:00"
"1722","GL","296","GLJ221101R-BE-PEP2","PGELP2R","2022-10-28T00:00:00+07:00"
"1723","GL","296","GLJ230201-BE-SUS17","SGULS17","2023-02-14T00:00:00+07:00"
"1724","GL","296","GLJ230302-BE-AOF2","AGOLF2","2023-02-27T00:00:00+07:00"
"1725","GL","296","GLJ240401-BE-NU93C#","NGUL93C#","2024-03-25T00:00:00+07:00"
"1726","GL","296","GLJ211011H-39L","3G9LL","2021-09-27T00:00:00+07:00"
"1727","GL","296","GLJ221001R-BE-7GC","7GGLCR","2022-09-29T00:00:00+07:00"
"1728","GL","296","GLJ221101-BE-SUS16","SGULS16","2022-11-11T00:00:00+07:00"
"1729","GL","296","GLJ230102-BE-TOL2","TGOLL2C","2022-12-28T00:00:00+07:00"
"1730","GL","296","GLJ230301-BE-TEI2#","GGBLM3#","2023-04-04T11:12:40+07:00"
"1731","GL","296","GLJ230502-BE-BFO","BGFLO","2023-04-28T00:00:00+07:00"
"1732","GL","296","GLJ240301R-BE-7RIE#","7GRLIER#","2024-03-04T00:00:00+07:00"
"1733","GL","296","GLJ210501-BE-ASD","SGWLM","2021-05-18T18:36:05+07:00"
"1734","GL","296","GLJ210701-BE-FOI","FGOLI","2021-06-28T00:00:00+07:00"
"1735","GL","296","GLJ211202-BE-SCF","SGCLF","2021-12-01T00:00:00+07:00"
"1736","GL","296","GLJ220502-BE-PLT","7GULN2","2022-05-26T16:07:30+07:00"
"1737","GL","296","GLJ220801HD-BE-PCD","PGCLDR","2022-07-26T00:00:00+07:00"
"1738","GL","296","GLJ221101R-BE-PEP2","EGGLC3","2022-11-11T09:52:39+07:00"
"1739","GL","296","GLJ230102R-BE-TOL2","EGRLA2","2023-01-31T11:10:38+07:00"
"1740","GL","296","GLJ230601-BE-LIB2#","CGHLS#","2023-07-27T14:10:58+07:00"
"1741","GL","296","GLJ230701-BE-ITR2#","IGTLR2#","2023-07-19T00:00:00+07:00"
"1742","GL","296","GLJ231101-BE-IRI","IGRLI","2023-10-26T00:00:00+07:00"
"1743","GL","296","GLJ240201-BE-SUS21","SGULS21","2024-02-12T00:00:00+07:00"
"1744","GL","310","GLJ210901-BE-BKS","BGKLS","2021-09-01T00:00:00+07:00"
"1745","GL","310","GLJ211011H-39L","3G9LL","2021-09-27T00:00:00+07:00"
"1746","GL","310","GLJ211201-BE-ECL#","EGCLL#","2021-12-15T00:00:00+07:00"
"1747","GL","310","GLJ220202-BE-LUD","LGULD","2022-01-28T00:00:00+07:00"
"1748","GL","310","GLJ220501-BE-PLT","PGLLT","2022-04-26T00:00:00+07:00"
"1749","GL","310","GLJ220701-BE-PLF2","PGLLF2","2022-06-27T00:00:00+07:00"
"1750","GL","310","GLJ220902-BE-7PS#","7GPLS#","2022-09-12T00:00:00+07:00"
"1751","GL","310","GLJ230102-BE-TOL2","TGOLL2C","2022-12-28T00:00:00+07:00"
"1752","GL","310","GLJ230102R-BE-TOL2","TGOLL2RC","2023-01-03T00:00:00+07:00"
"1753","GL","310","GLJ230202-BE-GIL","GGILL","2023-01-27T00:00:00+07:00"
"1754","GL","310","GLJ230302R-BE-AOF2","AGOLF2R","2023-02-28T00:00:00+07:00"
"1755","GL","310","GLJ230502-BE-SUS18","TGCLO#","2023-05-30T11:25:47+07:00"
"1756","GL","310","GLJ230901-BE-AMA","AGMLA","2023-08-28T00:00:00+07:00"
"1757","GL","310","GLJ230901R-BE-AMA","AGMLAR","2023-08-28T00:00:00+07:00"
"1758","GL","310","GLJ221101-BE-PEP2","PGELP2","2022-10-26T00:00:00+07:00"
"1759","GL","310","GLJ230202R-BE-GIL","GGILLR","2023-01-30T00:00:00+07:00"
"1760","GL","310","GLJ230502-BE-BFO","AGBLM2@","2023-05-11T15:52:48+07:00"
"1761","GL","310","GLJ230702R-BE-ISS","IGSLSRC","2023-06-29T00:00:00+07:00"
"1762","GL","310","GLJ240301-BE-7RIE#","7GRLIE#","2024-02-26T00:00:00+07:00"
"1763","GL","310","GLJ211101-BE-AOF","AGOLF","2021-10-22T00:00:00+07:00"
"1764","GL","310","GLJ220402-BE-HCT","HGCLT","2022-03-31T00:00:00+07:00"
"1765","GL","310","GLJ221102-BE-SUS16","SGULS16","2022-11-11T00:00:00+07:00"
"1766","GL","310","GLJ240501R-BE-HB22#","HGBL22R#","2024-04-29T00:00:00+07:00"
"1767","GL","310","GLJ220102-BE-MBA2","MGBLA2","2021-12-30T00:00:00+07:00"
"1768","GL","310","GLJ220301-BE-AOF","AGOLF","2022-03-15T00:00:00+07:00"
"1769","GL","310","GLJ220301-BE-PEA","PGELA","2022-02-28T00:00:00+07:00"
"1770","GL","310","GLJ220401H-BE-PWD2#","PGWLD2#","2022-04-14T00:00:00+07:00"
"1771","GL","310","GLJ220601H-BE-SER2#","SGELR2#","2022-06-16T00:00:00+07:00"
"1772","GL","310","GLJ221011-REA-BYD","BGYLD","2022-09-26T00:00:00+07:00"
"1773","GL","310","GLJ221201-BE-LON","LGOLN","2022-12-09T00:00:00+07:00"
"1774","GL","310","GLJ230402-BE-CRK","CGRLKC","2023-03-27T00:00:00+07:00"
"1775","GL","310","GLJ230901-BE-5HE2#","5GHLE2#","2023-09-13T00:00:00+07:00"
"1776","GL","310","GLJ231101-BE-IRI","IGRLI","2023-10-26T00:00:00+07:00"
"1777","GL","310","GLJ231101-BE-SUS20","SGULS20","2023-11-13T00:00:00+07:00"
"1778","GL","310","GLJ231101D-BE-IRI","IGRLIR","2023-10-26T00:00:00+07:00"
"1779","GL","310","GLJ240401-BE-NU93C#","NGUL93C#","2024-03-25T00:00:00+07:00"
"1780","GL","310","GLJ210901-BE-ECL#","EGCLL#","2021-09-15T00:00:00+07:00"
"1781","GL","310","GLJ211001-BE-GOM","GGOLM","2021-09-23T00:00:00+07:00"
"1782","GL","310","GLJ220802H-BE-PCD","PGCLD","2022-07-26T00:00:00+07:00"
"1783","GL","310","GLJ230601-BE-LIB2#","LGILB2#","2023-06-12T00:00:00+07:00"
"1784","GL","310","GLJ230602R-BE-NEV2","NGELV2R","2023-05-30T00:00:00+07:00"
"1785","GL","310","GLJ230701-BE-ITR2#","IGTLR2#","2023-07-19T00:00:00+07:00"
"1786","GL","310","GLJ240201-BE-SUS21","SGULS21","2024-02-12T00:00:00+07:00"
"1787","GL","310","GLJ211202-BE-SCF","SGCLF","2021-12-01T00:00:00+07:00"
"1788","GL","310","GLJ221201HD-BE-NAN2#","NGALN2R#","2022-11-25T00:00:00+07:00"
"1789","GL","310","GLJ230201-BE-CARE","CGALRE","2023-01-20T00:00:00+07:00"
"1790","GL","310","GLJ230301-BE-TEI2#","TGELI2#","2023-03-13T00:00:00+07:00"
"1791","GL","310","GLJ230502-BE-BFO","BGFLO","2023-04-28T00:00:00+07:00"
"1792","GL","310","GLJ230502-BE-SUS18","SGULS18","2023-05-12T00:00:00+07:00"
"1793","GL","310","GLJ230502D-BE-BFO","BGFLOR","2023-04-28T00:00:00+07:00"
"1794","GL","310","GLJ230602-BE-NEV2","NGELV2","2023-05-26T00:00:00+07:00"
"1795","GL","310","GLJ231001-BE-TV2C","TGVL2C","2023-09-28T00:00:00+07:00"
"1796","GL","310","GLJ231011H-DBD2#","DGBLD2#","2023-09-26T00:00:00+07:00"
"1797","GL","310","GLJ210802-BE-SUS11","SGULS11","2021-07-30T00:00:00+07:00"
"1798","GL","310","GLJ230901-BE-CARE2","CGALRE2","2023-08-18T00:00:00+07:00"
"1799","GL","310","GLJ231201-BE-PGE2#","PGGLE2#","2023-12-15T00:00:00+07:00"
"1800","GL","310","GLJ231201R-BE-ATL4","AGTLL4R","2023-12-01T00:00:00+07:00"
"1801","GL","310","GLJ240401-BE-KEY2@","KGELY2@","2024-04-12T00:00:00+07:00"
"1802","GL","310","GLJ210801-BE-LVD2","LGVLD2","2021-08-13T00:00:00+07:00"
"1803","GL","310","GLJ220501D-BE-PLT","PGLLTR","2022-04-28T00:00:00+07:00"
"1804","GL","310","GLJ220901-BE-MOY2","MGOLY2","2022-08-26T00:00:00+07:00"
"1805","GL","310","GLJ230502-BE-BFO","CGALP#","2023-05-11T15:52:48+07:00"
"1806","GL","310","GLJ231201-BE-ATL4","AGTLL4","2023-11-27T00:00:00+07:00"
"1807","GL","310","GLJ220502H-BE-SUS14","SGULS14","2022-05-12T00:00:00+07:00"
"1808","GL","310","GLJ220701-BE-GMS#","GGMLS#","2022-07-14T00:00:00+07:00"
"1809","GL","310","GLJ230802D-BE-ALU","AGLLUR","2023-07-26T00:00:00+07:00"
"1810","GL","310","GLJ240101-BE-CTMC","CGOLA2#","2024-01-18T12:24:12+07:00"
"1811","GL","310","GLJ240201-BE-PDL","PGDLL","2024-01-26T00:00:00+07:00"
"1812","GL","310","GLJ240301H-BE-LTO3#","LGTLO3#","2024-03-13T00:00:00+07:00"
"1813","GL","310","GLJ240301R-BE-7RIE#","7GRLIER#","2024-03-04T00:00:00+07:00"
"1814","GL","310","GLJ220301R-BE-PEA","PGELAR","2022-03-05T00:00:00+07:00"
"1815","GL","310","GLJ220601-BE-ADN","AGDLN","2022-05-26T00:00:00+07:00"
"1816","GL","310","GLJ221003-BE-CPN","CGPLN","2022-10-13T00:00:00+07:00"
"1817","GL","310","GLJ230202-BE-SUS17","SGULS17","2023-02-14T00:00:00+07:00"
"1818","GL","310","GLJ230702-BE-ISS","IGSLSC","2023-06-26T00:00:00+07:00"
"1819","GL","310","GLJ210701-BE-FOI","FGOLI","2021-06-28T00:00:00+07:00"
"1820","GL","310","GLJ211011H-39L","BGTLA3#","2021-10-08T15:12:43+07:00"
"1821","GL","310","GLJ220101-BE-3MC","3GMLC","2022-01-14T00:00:00+07:00"
"1822","GL","310","GLJ230302-BE-AOF2","AGOLF2","2023-02-27T00:00:00+07:00"
"1823","GL","310","GLJ230402R-BE-CRK","CGRLKRC","2023-03-31T00:00:00+07:00"
"1824","GL","310","GLJ230802-BE-ALU","AGLLU","2023-07-26T00:00:00+07:00"
"1825","GL","310","GLJ231001R-BE-TV2C","TGVL2RC","2023-10-02T00:00:00+07:00"
"1826","GL","310","GLJ240101-BE-CTMC","MGMLA2@","2024-01-18T12:24:33+07:00"
"1827","GL","310","GLJ210410-REA-MRC3","CGRLI2","2021-05-24T12:32:41+07:00"
"1828","GL","310","GLJ210410-REA-MRC3","GGBLK","2021-05-05T11:22:03+07:00"
"1829","GL","310","GLJ211102-BE-SUS12","SGULS12","2021-11-15T00:00:00+07:00"
"1830","GL","310","GLJ220202-BE-SUS13","SGULS13","2022-02-14T00:00:00+07:00"
"1831","GL","310","GLJ221001-BE-7GC","7GGLC","2022-09-26T00:00:00+07:00"
"1832","GL","310","GLJ221011-REA-BYD","IGNLK3#","2022-10-12T08:45:33+07:00"
"1833","GL","310","GLJ221201H-BE-NAN2#","NGALN2#","2022-11-25T00:00:00+07:00"
"1834","GL","310","GLJ230801-BE-SUS19","SGULS19","2023-08-14T00:00:00+07:00"
"1835","GL","310","GLJ240101-BE-CTMC","CGTLMAC","2024-01-01T00:00:00+07:00"
"1836","GL","310","GLJ240401R-BE-NU93C#","NGUL93RC#","2024-04-02T00:00:00+07:00"
"1837","GL","310","GLJ240501-BE-HB22#","HGBL22#","2024-04-25T00:00:00+07:00"
"1838","GL","310","GLJ240501-BE-SUS22","SGULS22","2024-05-13T00:00:00+07:00"
"1839","GL","312","GLJ211003-BE-GOM","GGOLM","2021-10-06T00:00:00+07:00"
"1840","GL","312","GLJ220301R-BE-PEA","PGELAR","2022-03-05T00:00:00+07:00"
"1841","GL","312","GLJ230601-BE-LIB2#","LGILB2#","2023-06-12T00:00:00+07:00"
"1842","GL","312","GLJ230602R-BE-NEV2","NGELV2R","2023-05-30T00:00:00+07:00"
"1843","GL","312","GLJ231101D-BE-IRI","IGRLIR","2023-10-26T00:00:00+07:00"
"1844","GL","312","GLJ231201R-BE-ATL4","AGTLL4R","2023-12-01T00:00:00+07:00"
"1845","GL","312","GLJ240101R-BE-CTMC","CGTLMARC","2024-01-02T00:00:00+07:00"
"1846","GL","312","GLJ210601-BE-THT","TGHLT","2021-05-27T00:00:00+07:00"
"1847","GL","312","GLJ211101-BE-SUS12","SGULS12","2021-11-15T00:00:00+07:00"
"1848","GL","312","GLJ220301-BE-PEA","PGELA","2022-02-28T00:00:00+07:00"
"1849","GL","312","GLJ220602R-BE-ADN","AGDLNR","2022-06-01T00:00:00+07:00"
"1850","GL","312","GLJ221001-BE-7GC","7GGLC","2022-09-26T00:00:00+07:00"
"1851","GL","312","GLJ230202-BE-GIL","AGRLG3","2023-02-22T12:18:33+07:00"
"1852","GL","312","GLJ230202-BE-GIL","SGBLF#","2023-02-22T12:18:33+07:00"
"1853","GL","312","GLJ230801-BE-SUS19","SGULS19","2023-08-14T00:00:00+07:00"
"1854","GL","312","GLJ231201-BE-PGE2#","PGGLE2#","2023-12-15T00:00:00+07:00"
"1855","GL","312","GLJ240101-BE-CTMC","CGTLMAC","2024-01-01T00:00:00+07:00"
"1856","GL","312","GLJ210801-BE-SUS11","SGULS11","2021-07-30T00:00:00+07:00"
"1857","GL","312","GLJ211103-BE-AOF","AGOLF","2021-11-05T00:00:00+07:00"
"1858","GL","312","GLJ220201-BE-SUS13","SGULS13","2022-02-14T00:00:00+07:00"
"1859","GL","312","GLJ221201H-BE-NAN2#","NGALN2#","2022-11-25T00:00:00+07:00"
"1860","GL","312","GLJ230102-BE-TOL2","TGOLL2C","2022-12-28T00:00:00+07:00"
"1861","GL","312","GLJ230701-BE-ITR2#","CGOLR2@","2023-08-02T08:55:19+07:00"
"1862","GL","312","GLJ230701-BE-ITR2#","IGTLR2#","2023-07-19T00:00:00+07:00"
"1863","GL","312","GLJ210601-BE-GFOR","GGFLOR","2021-06-14T00:00:00+07:00"
"1864","GL","312","GLJ210701-BE-FOI","FGOLI","2021-06-28T00:00:00+07:00"
"1865","GL","312","GLJ220701-BE-PLF2","PGLLF2","2022-06-27T00:00:00+07:00"
"1866","GL","312","GLJ220801HD-BE-PCD","PGCLDR","2022-07-26T00:00:00+07:00"
"1867","GL","312","GLJ220902-BE-7PS#","7GPLS#","2022-09-12T00:00:00+07:00"
"1868","GL","312","GLJ221101-BE-PEP2","PGELP2","2022-10-26T00:00:00+07:00"
"1869","GL","312","GLJ221201HD-BE-NAN2#","NGALN2R#","2022-11-25T00:00:00+07:00"
"1870","GL","312","GLJ230402-BE-TOL2","TGOLL2C","2023-04-17T00:00:00+07:00"
"1871","GL","312","GLJ230402R-BE-CRK","CGRLKRC","2023-03-31T00:00:00+07:00"
"1872","GL","312","GLJ230501-BE-SUS18","SGULS18","2023-05-12T00:00:00+07:00"
"1873","GL","312","GLJ230901R-BE-AMA","AGMLAR","2023-08-28T00:00:00+07:00"
"1874","GL","312","GLJ231001-BE-TV2C","TGVL2C","2023-09-28T00:00:00+07:00"
"1875","GL","312","GLJ231101-BE-IRI","IGRLI","2023-10-26T00:00:00+07:00"
"1876","GL","312","GLJ240301H-BE-LTO3#","LGTLO3#","2024-03-13T00:00:00+07:00"
"1877","GL","312","GLJ220402-BE-HCT","HGCLT","2022-03-31T00:00:00+07:00"
"1878","GL","312","GLJ220601H-BE-SER2#","SGELR2#","2022-06-16T00:00:00+07:00"
"1879","GL","312","GLJ220901-BE-MOY2","MGOLY2","2022-08-26T00:00:00+07:00"
"1880","GL","312","GLJ230402-BE-CRK","CGRLKC","2023-03-27T00:00:00+07:00"
"1881","GL","312","GLJ240401-BE-NU93C#","NGUL93C#","2024-03-25T00:00:00+07:00"
"1882","GL","312","GLJ211203-BE-SCF","SGCLF","2021-12-06T00:00:00+07:00"
"1883","GL","312","GLJ220102-BE-MBA2","MGBLA2","2021-12-30T00:00:00+07:00"
"1884","GL","312","GLJ220102H-39L","3G9LL","2021-12-27T00:00:00+07:00"
"1885","GL","312","GLJ220602-BE-ADN","AGDLN","2022-05-30T00:00:00+07:00"
"1886","GL","312","GLJ240301-BE-7RIE#","7GRLIE#","2024-02-26T00:00:00+07:00"
"1887","GL","312","GLJ240501-BE-SUS22","SGULS22","2024-05-13T00:00:00+07:00"
"1888","GL","312","GLJ210801-BE-LVD2","EGLLI2","2021-08-31T17:00:17+07:00"
"1889","GL","312","GLJ210901-BE-BKS","BGKLS","2021-09-01T00:00:00+07:00"
"1890","GL","312","GLJ210901-BE-ECL#","CGCLC#","2021-09-29T11:50:04+07:00"
"1891","GL","312","GLJ220502-BE-PLT","PGLLT","2022-04-28T00:00:00+07:00"
"1892","GL","312","GLJ220701-BE-GMS#","GGMLS#","2022-07-14T00:00:00+07:00"
"1893","GL","312","GLJ230502D-BE-BFO","BGFLOR","2023-04-28T00:00:00+07:00"
"1894","GL","312","GLJ230602-BE-NEV2","NGELV2","2023-05-26T00:00:00+07:00"
"1895","GL","312","GLJ230901-BE-AMA","AGMLA","2023-08-28T00:00:00+07:00"
"1896","GL","312","GLJ240201-BE-PDL","PGDLL","2024-01-26T00:00:00+07:00"
"1897","GL","312","GLJ210901-BE-ECL#","EGCLL#","2021-09-15T00:00:00+07:00"
"1898","GL","312","GLJ211203-BE-SCF","7GSLI2","2022-01-03T10:17:57+07:00"
"1899","GL","312","GLJ220202-BE-LUD","LGULD","2022-01-28T00:00:00+07:00"
"1900","GL","312","GLJ220501-BE-CARE","CGALRE","2022-05-01T00:00:00+07:00"
"1901","GL","312","GLJ220502D-BE-PLT","PGLLTR","2022-04-28T00:00:00+07:00"
"1902","GL","312","GLJ221001R-BE-7GC","7GGLCR","2022-09-29T00:00:00+07:00"
"1903","GL","312","GLJ230202-BE-GIL","GGILL","2023-01-27T00:00:00+07:00"
"1904","GL","312","GLJ230702-BE-ISS","IGSLSC","2023-06-26T00:00:00+07:00"
"1905","GL","312","GLJ240301R-BE-7RIE#","7GRLIER#","2024-03-04T00:00:00+07:00"
"1906","GL","312","GLJ240501-BE-HB22#","HGBL22#","2024-04-25T00:00:00+07:00"
"1907","GL","312","GLJ210701-BE-FOI","SGRLE3","2021-07-23T11:07:28+07:00"
"1908","GL","312","GLJ220101-BE-3MC","3GMLC","2022-01-14T00:00:00+07:00"
"1909","GL","312","GLJ220401H-BE-PWD2#","PGWLD2#","2022-04-14T00:00:00+07:00"
"1910","GL","312","GLJ220501H-BE-SUS14","SGULS14","2022-05-12T00:00:00+07:00"
"1911","GL","312","GLJ220801-BE-SUS15","SGULS15","2022-08-15T00:00:00+07:00"
"1912","GL","312","GLJ220801H-BE-PCD","PGCLD","2022-07-26T00:00:00+07:00"
"1913","GL","312","GLJ230301-BE-TEI2#","TGELI2#","2023-03-13T00:00:00+07:00"
"1914","GL","312","GLJ230302-BE-AOF2","AGOLF2","2023-02-27T00:00:00+07:00"
"1915","GL","312","GLJ230802-BE-ALU","AGLLU","2023-07-26T00:00:00+07:00"
"1916","GL","312","GLJ231001R-BE-TV2C","TGVL2RC","2023-10-02T00:00:00+07:00"
"1917","GL","312","GLJ231201-BE-ATL4","AGTLL4","2023-11-27T00:00:00+07:00"
"1918","GL","312","GLJ210501-BE-SUS10","SGULS10","2021-05-07T00:00:00+07:00"
"1919","GL","312","GLJ210801-BE-LVD2","LGVLD2","2021-08-13T00:00:00+07:00"
"1920","GL","312","GLJ220301-BE-AOF","AGOLF","2022-03-15T00:00:00+07:00"
"1921","GL","312","GLJ220901R-BE-MOY2","MGOLY2R","2022-08-30T00:00:00+07:00"
"1922","GL","312","GLJ221101R-BE-PEP2","PGELP2R","2022-10-28T00:00:00+07:00"
"1923","GL","312","GLJ221102-BE-SUS16","SGULS16","2022-11-11T00:00:00+07:00"
"1924","GL","312","GLJ230901-BE-5HE2#","5GHLE2#","2023-09-13T00:00:00+07:00"
"1925","GL","312","GLJ240102H-DBD2#","DGBLD2#","2024-01-01T00:00:00+07:00"
"1926","GL","312","GLJ211101-BE-SUS12","5GPLS2#","2021-12-02T10:54:00+07:00"
"1927","GL","312","GLJ220701R-BE-PLF2","PGLLF2R","2022-07-04T00:00:00+07:00"
"1928","GL","312","GLJ221003-BE-CPN","CGPLN","2022-10-13T00:00:00+07:00"
"1929","GL","312","GLJ230502-BE-BFO","BGFLO","2023-04-28T00:00:00+07:00"
"1930","GL","312","GLJ230702R-BE-ISS","IGSLSRC","2023-06-29T00:00:00+07:00"
"1931","GL","312","GLJ240201D-BE-PDL","PGDLLR","2024-01-26T00:00:00+07:00"
"1932","GL","312","GLJ221201-BE-LON","LGOLN","2022-12-09T00:00:00+07:00"
"1933","GL","312","GLJ230102-REA-BYD","BGYLD","2022-12-27T00:00:00+07:00"
"1934","GL","312","GLJ230601-BE-CARE2","CGALRE2","2023-05-19T00:00:00+07:00"
"1935","GL","312","GLJ230802D-BE-ALU","AGLLUR","2023-07-26T00:00:00+07:00"
"1936","GL","312","GLJ231101-BE-SUS20","SGULS20","2023-11-13T00:00:00+07:00"
"1937","GL","312","GLJ240201-BE-SUS21","SGULS21","2024-02-12T00:00:00+07:00"
"1938","GL","321","GLJ230413-REA-TOL2","TGOLL2C","2023-04-03T00:00:00+07:00"
"1939","GL","321","GLJ230512B-INT-CPN","HGBL2","2023-05-22T09:42:03+07:00"
"1940","GL","321","GLJ230512B-INT-CPN","OGALT4","2023-06-07T09:15:30+07:00"
"1941","GL","321","GLJ230901R-BE-AMA","AGMLAR","2023-08-28T00:00:00+07:00"
"1942","GL","321","GLJ230512-INT-CPN","CGALP#","2023-05-15T11:05:30+07:00"
"1943","GL","321","GLJ230512-INT-CPN","CGPLN","2023-05-01T00:00:00+07:00"
"1944","GL","321","GLJ230512-INT-CPN","PGLLF2","2023-05-15T11:05:30+07:00"
"1945","GL","321","GLJ230802-BE-ALU","AGLLU","2023-07-26T00:00:00+07:00"
"1946","GL","321","GLJ210713-INT-13M","1G3LM","2021-07-05T00:00:00+07:00"
"1947","GL","321","GLJ211112-REA-ECL#","EGCLL#","2021-11-05T00:00:00+07:00"
"1948","GL","321","GLJ230313-REA-LON","LGOLN","2023-03-01T00:00:00+07:00"
"1949","GL","321","GLJ230901-BE-5HE2#","5GHLE2#","2023-09-13T00:00:00+07:00"
"1950","GL","321","GLJ210603-INT-THT","TGHLT","2021-05-27T00:00:00+07:00"
"1951","GL","321","GLJ210912-REA-FOI","FGOLI","2021-09-06T00:00:00+07:00"
"1952","GL","321","GLJ220110-REA-MRC3#","MGRLC3#","2022-01-02T00:00:00+07:00"
"1953","GL","321","GLJ220611-REA-PWD2#","PGWLD2#","2022-06-01T00:00:00+07:00"
"1954","GL","321","GLJ230512B-INT-CPN","7GRLI","2023-07-28T09:42:44+07:00"
"1955","GL","321","GLJ230802-BE-SUS19","SGULS19","2023-08-14T00:00:00+07:00"
"1956","GL","321","GLJ231001R-BE-TV2C","TGVL2RC","2023-10-02T00:00:00+07:00"
"1957","GL","321","GLJ231201-BE-ATL4","AGTLL4","2023-11-27T00:00:00+07:00"
"1958","GL","321","GLJ231201-BE-PGE2#","PGGLE2#","2023-12-15T00:00:00+07:00"
"1959","GL","321","GLJ231201R-BE-ATL4","AGTLL4R","2023-12-01T00:00:00+07:00"
"1960","GL","321","GLJ220810-REA-ADN","AGDLN","2022-08-01T00:00:00+07:00"
"1961","GL","321","GLJ230214-REA-SER2#","SGELR2#","2023-02-01T00:00:00+07:00"
"1962","GL","321","GLJ231112H-DBD2#","DGBLD2#","2023-10-27T00:00:00+07:00"
"1963","GL","321","GLJ230802D-BE-ALU","AGLLUR","2023-07-26T00:00:00+07:00"
"1964","GL","321","GLJ220210-REA-33W3","3G3LW3","2022-02-01T00:00:00+07:00"
"1965","GL","321","GLJ230701-BE-ITR2#","IGTLR2#","2023-07-19T00:00:00+07:00"
"1966","GL","321","GLJ230702R-BE-ISS","IGSLSRC","2023-06-29T00:00:00+07:00"
"1967","GL","321","GLJ230901-BE-AMA","AGMLA","2023-08-28T00:00:00+07:00"
"1968","GL","321","GLJ231001-BE-TV2C","TGVL2C","2023-09-28T00:00:00+07:00"
"1969","GL","321","GLJ231101-BE-IRI","IGRLI","2023-10-26T00:00:00+07:00"
"1970","GL","321","GLJ231102-BE-SUS20","SGULS20","2023-11-13T00:00:00+07:00"
"1971","GL","321","GLJ211211-REA-BKS","BGKLS","2021-12-15T00:00:00+07:00"
"1972","GL","321","GLJ240101-BE-CTMC","CGTLMAC","2024-01-01T00:00:00+07:00"
